mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__C,param_SVM__gamma,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0012499094009399414,0.0007496476173400879,0.6377551020408163,0.8980379634984899,2.0,0.0944444444444,"{'SVM__C': 2.0, 'SVM__gamma': 0.094444444444444442}",185,0.6696428571428572,0.9305555555555556,0.75,0.888663967611336,0.6666666666666666,0.8960526315789474,0.4375,0.8768796992481203,0.00043353206362391596,0.0004328092646133245,0.11225348692487395,0.019980485986340165
0.0009989738464355469,0.0005002021789550781,0.5937074829931972,0.9176286067733435,2.0,0.115555555556,"{'SVM__C': 2.0, 'SVM__gamma': 0.11555555555555555}",195,0.6196428571428572,0.9444444444444444,0.75,0.888663967611336,0.5416666666666666,0.9473684210526315,0.4375,0.8900375939849623,6.9510363278929e-07,0.0005002022073652988,0.1116385740213789,0.028300883430748637
0.001000046730041504,0.0007503628730773926,0.6122260015117158,0.9276797763639869,2.0,0.136666666667,"{'SVM__C': 2.0, 'SVM__gamma': 0.13666666666666669}",193,0.6196428571428572,0.9583333333333334,0.75,0.9018218623481782,0.5416666666666666,0.9473684210526315,0.5208333333333334,0.9031954887218044,3.5762786865234375e-07,0.00043322225049805435,0.0887580037228644,0.025472511375710237
0.0009996294975280762,0.0004999637603759766,0.6122260015117158,0.9309692500481974,2.0,0.157777777778,"{'SVM__C': 2.0, 'SVM__gamma': 0.15777777777777779}",193,0.6196428571428572,0.9583333333333334,0.75,0.9149797570850203,0.5416666666666666,0.9605263157894736,0.5208333333333334,0.8900375939849623,6.82206341162896e-07,0.0004999637887997453,0.0887580037228644,0.029805526092355924
0.0009987354278564453,0.0002499818801879883,0.6426492819349962,0.9342587237324078,2.0,0.178888888889,"{'SVM__C': 2.0, 'SVM__gamma': 0.1788888888888889}",183,0.6196428571428572,0.9583333333333334,0.8333333333333333,0.9149797570850203,0.5416666666666666,0.9736842105263156,0.5625,0.8900375939849623,1.572478527816882e-06,0.00043298131745719143,0.11507008713919915,0.033395893113918454
0.0007498264312744141,0.0007504820823669434,0.6519085411942555,0.9375481974166184,2.0,0.2,"{'SVM__C': 2.0, 'SVM__gamma': 0.20000000000000001}",173,0.6196428571428572,0.9583333333333334,0.8333333333333333,0.9281376518218624,0.5416666666666666,0.9736842105263156,0.6041666666666666,0.8900375939849623,0.0004329125685361459,0.0004332910650740261,0.10980413279822086,0.03195171797169754
0.0007505416870117188,0.0004999041557312012,0.6496598639455783,0.7491854636591478,3.0,0.01,"{'SVM__C': 3.0, 'SVM__gamma': 0.01}",175,0.7321428571428572,0.7416666666666667,0.5833333333333333,0.6934210526315788,0.625,0.7492481203007518,0.6458333333333333,0.8124060150375939,0.00043333280195589604,0.0004999043334009108,0.05664929140754983,0.04231738380357203
0.0012493133544921875,0.000750124454498291,0.6668556311413454,0.8565685045948204,3.0,0.0311111111111,"{'SVM__C': 3.0, 'SVM__gamma': 0.03111111111111111}",147,0.8571428571428572,0.9027777777777778,0.7083333333333333,0.8197368421052631,0.6666666666666666,0.8268796992481202,0.375,0.8768796992481203,0.00043277644990140666,0.00043308911672972154,0.17236952622213453,0.03458987597910817
0.0012502670288085938,0.0009999871253967285,0.6741307634164777,0.8918024227234753,3.0,0.0522222222222,"{'SVM__C': 3.0, 'SVM__gamma': 0.052222222222222225}",110,0.7321428571428572,0.9305555555555556,0.75,0.9078947368421051,0.6666666666666666,0.8518796992481202,0.5208333333333333,0.8768796992481203,0.0004327751364402622,4.5783196376971053e-07,0.08751531669799763,0.02990518100432218
0.0020000338554382324,0.0007498860359191895,0.623469387755102,0.9113786067733436,3.0,0.0733333333333,"{'SVM__C': 3.0, 'SVM__gamma': 0.073333333333333334}",190,0.6196428571428572,0.9444444444444444,0.75,0.9018218623481782,0.6666666666666666,0.9223684210526315,0.4375,0.8768796992481203,0.0007068027324642415,0.0004329469812877638,0.1104534774971994,0.02497814856643038
0.001250147819519043,0.0010004639625549316,0.623469387755102,0.9243903026797764,3.0,0.0944444444444,"{'SVM__C': 3.0, 'SVM__gamma': 0.094444444444444442}",190,0.6196428571428572,0.9583333333333334,0.75,0.9018218623481782,0.6666666666666666,0.9473684210526315,0.4375,0.8900375939849624,0.0004331191434773726,6.39188605234838e-07,0.1104534774971994,0.0290239829605488
0.0010010600090026855,0.0005002617835998535,0.6241307634164778,0.9342587237324078,3.0,0.115555555556,"{'SVM__C': 3.0, 'SVM__gamma': 0.11555555555555555}",189,0.6196428571428572,0.9583333333333334,0.8333333333333333,0.9149797570850203,0.5416666666666666,0.9736842105263156,0.47916666666666663,0.8900375939849623,2.1081851939949266e-06,0.0005002617907015626,0.13194654685198762,0.033395893113918454
0.0009993910789489746,0.0004998445510864258,0.6528533635676493,0.9375481974166184,3.0,0.136666666667,"{'SVM__C': 3.0, 'SVM__gamma': 0.13666666666666669}",170,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9281376518218624,0.5416666666666666,0.9736842105263156,0.5625,0.8900375939849623,1.0306606570357431e-06,0.0004998448069612961,0.11415741012228924,0.03195171797169754
0.0012509822845458984,0.0009989738464355469,0.6528533635676493,0.9408376711008288,3.0,0.157777777778,"{'SVM__C': 3.0, 'SVM__gamma': 0.15777777777777779}",170,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9412955465587045,0.5416666666666666,0.9736842105263156,0.5625,0.8900375939849623,0.0004341513621300261,9.386548845782055e-07,0.11415741012228924,0.031487500830078806
0.0014995932579040527,0.0010001659393310547,0.6472316704459561,0.9408376711008288,3.0,0.178888888889,"{'SVM__C': 3.0, 'SVM__gamma': 0.1788888888888889}",178,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9412955465587045,0.4791666666666667,0.9736842105263156,0.6041666666666666,0.8900375939849623,0.0004997850388519438,2.9200193199910854e-07,0.12630158468023767,0.031487500830078806
0.0014998912811279297,0.001000046730041504,0.661120559334845,0.9475993670072618,3.0,0.2,"{'SVM__C': 3.0, 'SVM__gamma': 0.20000000000000001}",156,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9281376518218624,0.4791666666666667,0.9868421052631579,0.6666666666666666,0.9031954887218044,0.0005002022925959513,0.0007072241481535749,0.12422155412305319,0.03352886916339779
0.0029998421669006348,0.0005002021789550781,0.6807445200302342,0.7650062656641603,4.0,0.01,"{'SVM__C': 4.0, 'SVM__gamma': 0.01}",83,0.7321428571428572,0.7833333333333333,0.6666666666666666,0.719736842105263,0.6666666666666666,0.7492481203007518,0.6458333333333333,0.8077067669172933,0.002916184633795962,0.0005002021789550781,0.03351357011347075,0.0333798369950649
0.0012503862380981445,0.0009996294975280762,0.6774376417233561,0.8723579782790309,4.0,0.0311111111111,"{'SVM__C': 4.0, 'SVM__gamma': 0.03111111111111111}",108,0.8571428571428572,0.9027777777777778,0.75,0.8828947368421052,0.6666666666666666,0.8268796992481202,0.375,0.8768796992481203,0.0008301781570554402,5.16191365590357e-07,0.1758352259835762,0.027951329604761887
0.00125044584274292,0.0009992122650146484,0.6562736205593348,0.9046169108669109,4.0,0.0522222222222,"{'SVM__C': 4.0, 'SVM__gamma': 0.052222222222222225}",167,0.6696428571428572,0.9305555555555556,0.75,0.9018218623481782,0.6666666666666666,0.9092105263157895,0.5208333333333333,0.8768796992481203,0.00043473796983092416,8.429369702178807e-07,0.0799015897468505,0.01917732903576235
0.0015004873275756836,0.0009995102882385254,0.6466175359032502,0.9141563845511214,4.0,0.0733333333333,"{'SVM__C': 4.0, 'SVM__gamma': 0.073333333333333334}",180,0.6196428571428572,0.9305555555555556,0.75,0.9018218623481782,0.6666666666666666,0.9473684210526315,0.5416666666666667,0.8768796992481203,0.000500202363621484,3.9085379387748244e-07,0.07393040973160815,0.026989182478190203
0.0014998912811279297,0.0010004043579101562,0.6677815570672714,0.9340759751943961,4.0,0.0944444444444,"{'SVM__C': 4.0, 'SVM__gamma': 0.094444444444444442}",144,0.6196428571428572,0.9444444444444444,0.8333333333333333,0.9281376518218624,0.6666666666666666,0.9736842105263156,0.5416666666666667,0.8900375939849623,0.0005003215160601481,5.591411304263389e-07,0.10562876236069396,0.030211587862615342
0.0015003681182861328,0.0005003809928894043,0.6528533635676493,0.9340759751943961,4.0,0.115555555556,"{'SVM__C': 4.0, 'SVM__gamma': 0.11555555555555555}",170,0.6553571428571429,0.9444444444444444,0.8333333333333333,0.9281376518218624,0.5416666666666666,0.9736842105263156,0.5625,0.8900375939849623,0.0004999637603759766,0.0005003810567895554,0.11415741012228924,0.030211587862615342
0.0014996528625488281,0.0007499456405639648,0.6667422524565382,0.9342587237324078,4.0,0.136666666667,"{'SVM__C': 4.0, 'SVM__gamma': 0.13666666666666669}",148,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9281376518218624,0.5416666666666666,0.9605263157894736,0.625,0.8900375939849623,0.0004998446790238773,0.00043298131745719143,0.10581707306554682,0.028559363864536093
0.0012503862380981445,0.0007512569427490234,0.6518613000755858,0.9443098933230512,4.0,0.157777777778,"{'SVM__C': 4.0, 'SVM__gamma': 0.15777777777777779}",174,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9412955465587045,0.4791666666666667,0.9736842105263158,0.625,0.8900375939849623,0.0004329814487409396,0.00043374306146171234,0.12501342889674782,0.03389881036847885
0.001499474048614502,0.0007500052452087402,0.661120559334845,0.9574677880598933,4.0,0.178888888889,"{'SVM__C': 4.0, 'SVM__gamma': 0.1788888888888889}",156,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9412955465587045,0.4791666666666667,1.0,0.6666666666666666,0.9163533834586466,0.0004995467341069519,0.0004330158067910026,0.12422155412305319,0.03153814373443863
0.001499950885772705,0.0009999275207519531,0.6710411942554799,0.9607572617441038,4.0,0.2,"{'SVM__C': 4.0, 'SVM__gamma': 0.20000000000000001}",131,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9544534412955465,0.5208333333333334,1.0,0.6666666666666666,0.9163533834586466,0.0005001426950681193,3.769728732309794e-07,0.11016233029842425,0.030343369883810464
0.0015004277229309082,0.0007498264312744141,0.7171201814058957,0.789907059314954,5.0,0.01,"{'SVM__C': 5.0, 'SVM__gamma': 0.01}",24,0.7946428571428572,0.7972222222222223,0.6666666666666666,0.706578947368421,0.6666666666666666,0.8052631578947368,0.7291666666666667,0.8505639097744361,0.0005005002092772812,0.0004329126670145972,0.0547895969005771,0.05223061630928213
0.0012500882148742676,0.0007502436637878418,0.7005857898715042,0.8822629490392648,5.0,0.0311111111111,"{'SVM__C': 5.0, 'SVM__gamma': 0.03111111111111111}",47,0.8571428571428572,0.9305555555555556,0.75,0.8697368421052629,0.6666666666666666,0.8518796992481202,0.47916666666666663,0.8768796992481203,0.0004331535234132839,0.0004331536546448385,0.13708286798038577,0.029330873006289313
0.0017494559288024902,0.0007499456405639648,0.6558767951625095,0.9141563845511214,5.0,0.0522222222222,"{'SVM__C': 5.0, 'SVM__gamma': 0.052222222222222225}",169,0.6196428571428572,0.9305555555555556,0.75,0.9018218623481782,0.6666666666666666,0.9473684210526315,0.5833333333333334,0.8768796992481203,0.00043301606933754584,0.00043298131745719143,0.06182426267006184,0.026989182478190203
0.0012491345405578613,0.0010004043579101562,0.6876228269085413,0.9207353319195424,5.0,0.0733333333333,"{'SVM__C': 5.0, 'SVM__gamma': 0.073333333333333334}",66,0.6196428571428572,0.9305555555555556,0.8333333333333333,0.9018218623481782,0.75,0.9736842105263156,0.5416666666666667,0.8768796992481203,0.0004328792938468434,1.9588085085338333e-06,0.11123379396484392,0.03598977766746325
0.001500248908996582,0.0005001425743103027,0.6779856386999245,0.930603752972174,5.0,0.0944444444444,"{'SVM__C': 5.0, 'SVM__gamma': 0.094444444444444442}",88,0.6553571428571429,0.9305555555555556,0.8333333333333333,0.9281376518218624,0.6666666666666666,0.9736842105263156,0.5416666666666667,0.8900375939849623,0.0005002028181846542,0.0005001425814137045,0.10215341989052326,0.029612594685051112
0.0014998912811279297,0.0009998679161071777,0.6667422524565382,0.9342587237324078,5.0,0.115555555556,"{'SVM__C': 5.0, 'SVM__gamma': 0.11555555555555555}",148,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9281376518218624,0.5416666666666666,0.9605263157894736,0.625,0.8900375939849623,0.0005002023210061656,3.5262583393452264e-07,0.10581707306554682,0.028559363864536093
0.001250147819519043,0.0007500648498535156,0.6617819349962207,0.9541783143756828,5.0,0.136666666667,"{'SVM__C': 5.0, 'SVM__gamma': 0.13666666666666669}",153,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9412955465587045,0.5208333333333334,1.0,0.625,0.9031954887218044,0.0004328440713465262,0.00043305028517405823,0.11187858317858677,0.036022297615879856
0.001500546932220459,0.0007497668266296387,0.6617819349962207,0.9574677880598933,5.0,0.157777777778,"{'SVM__C': 5.0, 'SVM__gamma': 0.15777777777777779}",153,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9412955465587045,0.5208333333333334,1.0,0.625,0.9163533834586466,0.0005006197592035433,0.00043287817767037086,0.11187858317858677,0.03153814373443863
0.001499950885772705,0.0007503032684326172,0.6710411942554799,0.9706256827967354,5.0,0.178888888889,"{'SVM__C': 5.0, 'SVM__gamma': 0.1788888888888889}",131,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.6666666666666666,0.9426691729323308,0.0005000233721258472,0.0004331879252246001,0.11016233029842425,0.020347310507223187
0.001750171184539795,0.0005002021789550781,0.6803004535147393,0.9706256827967354,5.0,0.2,"{'SVM__C': 5.0, 'SVM__gamma': 0.20000000000000001}",84,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.7083333333333334,0.9426691729323308,0.0004328781120128417,0.0005002024346470066,0.11115213823279127,0.020347310507223187
0.0014998912811279297,0.0009998679161071777,0.7032312925170069,0.8181965329991645,6.0,0.01,"{'SVM__C': 6.0, 'SVM__gamma': 0.01}",44,0.7946428571428572,0.8472222222222222,0.6666666666666666,0.7565789473684209,0.6666666666666666,0.8184210526315789,0.6666666666666667,0.8505639097744361,0.0005002023210061656,3.5262583393452264e-07,0.05781374973947295,0.03770581845754471
0.0015001893043518066,0.0007500648498535156,0.7005857898715042,0.9061351294903925,6.0,0.0311111111111,"{'SVM__C': 6.0, 'SVM__gamma': 0.03111111111111111}",47,0.8571428571428572,0.9305555555555556,0.75,0.9078947368421051,0.6666666666666666,0.9092105263157895,0.47916666666666663,0.8768796992481203,0.0004999045323909106,0.00043305028517405823,0.13708286798038577,0.019136298567972963
0.00125044584274292,0.0007500052452087402,0.6968820861678003,0.9141563845511214,6.0,0.0522222222222,"{'SVM__C': 6.0, 'SVM__gamma': 0.052222222222222225}",52,0.6196428571428572,0.9305555555555556,0.8333333333333333,0.9018218623481782,0.75,0.9473684210526315,0.5833333333333334,0.8768796992481203,0.00043391046191525406,0.0004330161349741568,0.0998505565862703,0.026989182478190203
0.0012499094009399414,0.0007500052452087402,0.707464096749811,0.9273142792879634,6.0,0.0733333333333,"{'SVM__C': 6.0, 'SVM__gamma': 0.073333333333333334}",35,0.6196428571428572,0.9305555555555556,0.8333333333333333,0.9149797570850202,0.8333333333333334,0.9736842105263156,0.5416666666666667,0.8900375939849623,0.0004331189794248524,0.0004330158067910026,0.12691731454307123,0.03042354392590648
0.001500248908996582,0.000750124454498291,0.6978269085411943,0.9273142792879634,6.0,0.0944444444444,"{'SVM__C': 6.0, 'SVM__gamma': 0.094444444444444442}",50,0.6553571428571429,0.9305555555555556,0.8333333333333333,0.9281376518218624,0.75,0.9605263157894736,0.5416666666666667,0.8900375939849623,0.0004992497713069277,0.0004330850807398824,0.10604677648556468,0.025018865131781347
0.0017502307891845703,0.0004998445510864258,0.6432634164777022,0.9474166184692501,6.0,0.115555555556,"{'SVM__C': 6.0, 'SVM__gamma': 0.11555555555555555}",181,0.6553571428571429,0.9583333333333334,0.8333333333333333,0.9412955465587045,0.5208333333333334,0.9868421052631579,0.5416666666666667,0.9031954887218044,0.0004323621836300526,0.0004998446648086065,0.12279814986887777,0.030275895981105104
0.0015003681182861328,0.00100022554397583,0.6617819349962207,0.9574677880598933,6.0,0.136666666667,"{'SVM__C': 6.0, 'SVM__gamma': 0.13666666666666669}",153,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9544534412955465,0.5208333333333334,0.9868421052631579,0.625,0.9163533834586466,0.0004999637603759766,6.165552397244335e-07,0.11187858317858677,0.0263629683018588
0.0009999275207519531,0.0009999275207519531,0.67104119425548,0.9673362091125249,6.0,0.157777777778,"{'SVM__C': 6.0, 'SVM__gamma': 0.15777777777777779}",127,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.6666666666666667,0.9295112781954886,3.769728732309794e-07,0.0,0.11016233029842425,0.02510775504176666
0.0017496347427368164,0.0007497072219848633,0.6803004535147393,0.9706256827967354,6.0,0.178888888889,"{'SVM__C': 6.0, 'SVM__gamma': 0.1788888888888889}",84,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.7083333333333334,0.9426691729323308,0.00043311904504586795,0.00043284400568382347,0.11115213823279127,0.020347310507223187
0.0012494325637817383,0.0007499456405639648,0.7038454270597128,0.9706256827967354,6.0,0.2,"{'SVM__C': 6.0, 'SVM__gamma': 0.20000000000000001}",40,0.7053571428571428,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.7500000000000001,0.9426691729323308,0.00043229313900718894,0.00043298131745719143,0.11272524838371004,0.020347310507223187
0.001000046730041504,0.0009999275207519531,0.7032312925170069,0.8262635756056808,7.0,0.01,"{'SVM__C': 7.0, 'SVM__gamma': 0.01}",44,0.7946428571428572,0.8888888888888888,0.6666666666666666,0.7565789473684209,0.6666666666666666,0.8137218045112782,0.6666666666666667,0.8458646616541353,0.0007073928158966684,4.1295309247228556e-07,0.05781374973947295,0.04826845728021661
0.001500248908996582,0.0007498264312744141,0.6565381708238851,0.9046169108669109,7.0,0.0311111111111,"{'SVM__C': 7.0, 'SVM__gamma': 0.03111111111111111}",166,0.8071428571428572,0.9305555555555556,0.75,0.9018218623481782,0.5416666666666666,0.9092105263157895,0.47916666666666663,0.8768796992481203,0.0004992491450893152,0.00043291253570999045,0.1372296619665409,0.01917732903576235
0.0015003681182861328,0.0007497668266296387,0.7167233560090702,0.917445858235332,7.0,0.0522222222222,"{'SVM__C': 7.0, 'SVM__gamma': 0.052222222222222225}",25,0.6196428571428572,0.9305555555555556,0.8333333333333333,0.9018218623481782,0.8333333333333334,0.9605263157894736,0.5833333333333334,0.8768796992481203,0.0004999639024948042,0.0004328781120128417,0.1154891793139644,0.03129501753218717
0.0012494325637817383,0.0007500052452087402,0.6975434618291761,0.9273142792879634,7.0,0.0733333333333,"{'SVM__C': 7.0, 'SVM__gamma': 0.073333333333333334}",51,0.6196428571428572,0.9305555555555556,0.8333333333333333,0.9281376518218624,0.7916666666666666,0.9605263157894736,0.5416666666666667,0.8900375939849623,0.0004332568272526727,0.0004330158724276533,0.1180065253881659,0.025018865131781347
0.0012502074241638184,0.0009999871253967285,0.6928665910808769,0.9454626148705095,7.0,0.0944444444444,"{'SVM__C': 7.0, 'SVM__gamma': 0.094444444444444442}",60,0.6553571428571429,0.9444444444444444,0.8333333333333333,0.9605263157894738,0.7291666666666666,0.9736842105263156,0.5416666666666667,0.9031954887218044,0.0004328094616172148,9.73947920701992e-07,0.1039570286595304,0.026509055861265972
0.0010001063346862793,0.0007508993148803711,0.6432634164777022,0.9574677880598933,7.0,0.115555555556,"{'SVM__C': 7.0, 'SVM__gamma': 0.11555555555555555}",181,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9544534412955465,0.5208333333333334,0.9868421052631579,0.5416666666666667,0.9163533834586466,4.5783196376971053e-07,0.0004335324569747048,0.12279814986887777,0.0263629683018588
0.0014998912811279297,0.0009999871253967285,0.67104119425548,0.9673362091125249,7.0,0.136666666667,"{'SVM__C': 7.0, 'SVM__gamma': 0.13666666666666669}",127,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.6666666666666667,0.9295112781954886,0.0005005598777985346,4.256623046721727e-07,0.11016233029842425,0.02510775504176666
0.0010001659393310547,0.00025004148483276367,0.67104119425548,0.9706256827967354,7.0,0.157777777778,"{'SVM__C': 7.0, 'SVM__gamma': 0.15777777777777779}",127,0.6553571428571429,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.6666666666666667,0.9426691729323308,2.384185791015625e-07,0.0004330845557303095,0.11016233029842425,0.020347310507223187
0.0012494921684265137,0.0010007619857788086,0.7038454270597128,0.9706256827967354,7.0,0.178888888889,"{'SVM__C': 7.0, 'SVM__gamma': 0.1788888888888889}",40,0.7053571428571428,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.7500000000000001,0.9426691729323308,0.0004329471782289889,1.0460572704544214e-06,0.11272524838371004,0.020347310507223187
0.0012505054473876953,0.0007498264312744141,0.7038454270597128,0.9804941038493671,7.0,0.2,"{'SVM__C': 7.0, 'SVM__gamma': 0.20000000000000001}",40,0.7053571428571428,0.9722222222222222,0.8333333333333333,0.9676113360323888,0.5208333333333334,1.0,0.7500000000000001,0.9821428571428571,0.00043332558714536247,0.0004329126998407426,0.11272524838371004,0.012425659985909585
0.0012500882148742676,0.0010001063346862793,0.6476757369614513,0.8345290309106098,8.0,0.01,"{'SVM__C': 8.0, 'SVM__gamma': 0.01}",177,0.7946428571428572,0.9027777777777778,0.6666666666666666,0.769736842105263,0.6666666666666666,0.8018796992481203,0.41666666666666663,0.8637218045112781,0.00043191473034763343,2.5981062314156735e-07,0.1349356698591378,0.05189921981020906
