mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0024012088775634765,0.0016022205352783203,0.7437830687830688,0.9605952380952381,484,{'SVM__max_iter': 484},1,0.6791666666666668,0.9571428571428571,0.6833333333333333,0.9750000000000001,0.7833333333333333,0.975,0.95,0.9625,0.65,0.9333333333333335,0.0004907781352894029,0.0004913959357364744,0.10499242281772696,0.015321571945901084
0.001998233795166016,0.0013993740081787109,0.7437830687830688,0.9605952380952381,5184,{'SVM__max_iter': 5184},1,0.6791666666666668,0.9571428571428571,0.6833333333333333,0.9750000000000001,0.7833333333333333,0.975,0.95,0.9625,0.65,0.9333333333333335,2.686417774391799e-06,0.0004887355380555503,0.10499242281772696,0.015321571945901084
0.0017996788024902343,0.0014023303985595704,0.7437830687830688,0.9605952380952381,14884,{'SVM__max_iter': 14884},1,0.6791666666666668,0.9571428571428571,0.6833333333333333,0.9750000000000001,0.7833333333333333,0.975,0.95,0.9625,0.65,0.9333333333333335,0.0004003708786572813,0.0004917839034944604,0.10499242281772696,0.015321571945901084
0.0020017623901367188,0.00099945068359375,0.7437830687830688,0.9605952380952381,29584,{'SVM__max_iter': 29584},1,0.6791666666666668,0.9571428571428571,0.6833333333333333,0.9750000000000001,0.7833333333333333,0.975,0.95,0.9625,0.65,0.9333333333333335,8.920806376395086e-07,1.6723325649976905e-06,0.10499242281772696,0.015321571945901084
0.0012021541595458984,0.0008015632629394531,0.7437830687830688,0.9605952380952381,49729,{'SVM__max_iter': 49729},1,0.6791666666666668,0.9571428571428571,0.6833333333333333,0.9750000000000001,0.7833333333333333,0.975,0.95,0.9625,0.65,0.9333333333333335,0.0003996877219634093,0.00040080422457452314,0.10499242281772696,0.015321571945901084
