param_SVM__max_iter,test acc,train acc
484,0.7332251082251082,0.9561111111111111
5184,0.7332251082251082,0.9561111111111111
14884,0.7332251082251082,0.9561111111111111
29584,0.7332251082251082,0.9561111111111111
49729,0.7332251082251082,0.9561111111111111
