date,volume_^IXIC,swing_^IXIC,return_^IXIC,volume_^DJI,swing_^DJI,return_^DJI,volume_^GSPC,swing_^GSPC,return_^GSPC,Music,max_return,min_return,return_diff
2017-07-05,1872130000,63.2001953125,0.006677480138696179,273690000,100.599609375,-5.119398373398809e-05,3367220000,12.849853515625,0.001453279024245635,swing_piano,0.006677480138696179,-5.119398373398809e-05,0.006728674122430167
2017-07-06,1990590000,46.02001953125,-0.009982328277431396,320450000,127.71875,-0.007362399122000984,3364520000,16.580078125,-0.009368823820586791,stormy_piano,-0.007362399122000984,-0.009982328277431396,0.0026199291554304116
2017-07-07,1700630000,53.72998046875,0.010447579521929429,242240000,75.099609375,0.0044231054630601285,2901330000,13.39990234375,0.006403125486305727,money_piano,0.010447579521929429,0.0044231054630601285,0.0060244740588693
2017-07-10,1675470000,49.43994140625,0.003788356123727521,270340000,75.28125,-0.00027179509349661846,2999130000,9.72998046875,0.0009277662125786179,swing_piano,0.003788356123727521,-0.00027179509349661846,0.004060151217224139
2017-07-11,1808110000,50.7099609375,0.0027377914274264725,247570000,162.318359375,2.5727199360892072e-05,3106750000,16.510009765625,-0.0007826806116978391,swing_piano,0.0027377914274264725,-0.0007826806116978391,0.0035204720391243116
2017-07-12,1820550000,28.8203125,0.010958635836768593,267870000,112.859375,0.00574851269595511,3171620000,10.010009765625,0.007305607635895495,money_piano,0.010958635836768593,0.00574851269595511,0.005210123140813483
2017-07-13,1803810000,30.1904296875,0.002119415332410668,232270000,56.361328125,0.0009729278251915385,3067670000,7.630126953125,0.0018745843139260643,money_piano,0.002119415332410668,0.0009729278251915385,0.0011464875072191294
2017-07-14,1608120000,43.0595703125,0.00606114231591115,235590000,159.80859375,0.003927529242381267,2736640000,16.85009765625,0.004673503078699293,money_piano,0.00606114231591115,0.003927529242381267,0.002133613073529883
2017-07-17,1558030000,23.63037109375,0.0003104903264163905,244780000,44.150390625,-0.0003706270231148556,2793170000,5.66015625,-5.291283677333336e-05,swing_piano,0.0003104903264163905,-0.0003706270231148556,0.0006811173495312461
2017-07-18,1762400000,53.47998046875,0.0047319998765846805,251110000,118.798828125,-0.0025423460214655247,2962130000,10.579833984375,0.0005978573436131729,swing_piano,0.0047319998765846805,-0.0025423460214655247,0.007274345898050205
2017-07-19,1862910000,25.5400390625,0.006419922748507334,253040000,74.91015625,0.0030600396767703764,3059760000,9.97998046875,0.005372639356088893,money_piano,0.006419922748507334,0.0030600396767703764,0.0033598830717369577
2017-07-20,1818880000,32.57958984375,0.0007768096843803196,313950000,84.94921875,-0.001338710678927435,3182780000,9.190185546875,-0.00015365928181010347,swing_piano,0.0007768096843803196,-0.001338710678927435,0.0021155203633077546
2017-07-21,1797100000,23.65966796875,-0.00035211267605639307,362830000,88.830078125,-0.001467208411645493,3059570000,7.47998046875,-0.00036787164783502746,stormy_piano,-0.00035211267605639307,-0.001467208411645493,0.0011150957355891
2017-07-24,1735520000,37.09033203125,0.003610044005126989,284080000,81.6484375,-0.0031001006788309304,3010240000,6.780029296875,-0.0010637348279797232,swing_piano,0.003610044005126989,-0.0031001006788309304,0.006710144683957919
2017-07-25,1925230000,28.580078125,0.0002121203512226444,304300000,93.25,0.004660390169793249,4108060000,6.330078125,0.002923171678338221,money_piano,0.004660390169793249,0.0002121203512226444,0.004448269818570605
2017-07-26,1988040000,16.080078125,0.0016499996497139069,278240000,59.41015625,0.004514789162843202,3557020000,6.75,0.0002826639480466575,money_piano,0.004514789162843202,0.0002826639480466575,0.004232125214796545
2017-07-27,2483560000,142.2197265625,-0.00631506108656732,407320000,110.62109375,0.003939983287209348,3995520000,24.110107421875,-0.0009726882691745153,swing_piano,0.003939983287209348,-0.00631506108656732,0.010255044373776667
2017-07-28,1860770000,42.47998046875,-0.001176675356569734,285630000,85.060546875,0.0015488581640192844,3294770000,8.8701171875,-0.001341115577770502,swing_piano,0.0015488581640192844,-0.001341115577770502,0.0028899737417897864
2017-07-31,1891710000,57.7998046875,-0.004166492727691207,307610000,68.08984375,0.0027855120805280187,3469210000,9.429931640625,-0.0007281456077897763,swing_piano,0.0027855120805280187,-0.004166492727691207,0.006952004808219225
2017-08-01,1812590000,30.0,0.002334521708029058,328410000,50.150390625,0.0033255851737108433,3460860000,7.3701171875,0.0024491149692504877,money_piano,0.0033255851737108433,0.002334521708029058,0.0009910634656817852
2017-08-02,2104130000,80.77978515625,-4.558255541786682e-05,336820000,68.638671875,0.002382102679580944,3478580000,13.89990234375,0.0004926487188865458,money_piano,0.002382102679580944,-4.558255541786682e-05,0.002427685234998811
2017-08-03,2113440000,37.3896484375,-0.0035064098977899416,278730000,53.529296875,0.00044782282964939135,3645020000,7.179931640625,-0.002183654185644257,swing_piano,0.00044782282964939135,-0.0035064098977899416,0.003954232727439333
2017-08-04,1907170000,31.76025390625,0.0017696551163279839,253640000,68.169921875,0.003028722228769265,3235140000,7.919921875,0.0018891035295691694,money_piano,0.003028722228769265,0.0017696551163279839,0.0012590671124412811
2017-08-07,1701550000,29.7998046875,0.0050711889111274555,213010000,39.1796875,0.001159172344580739,2931780000,5.070068359375,0.001647199789928111,money_piano,0.0050711889111274555,0.001159172344580739,0.003912016566546717
2017-08-08,1914670000,67.47021484375,-0.0020849840381197415,262000000,121.8203125,-0.001495589569320166,3344640000,20.550048828125,-0.0024144327873969473,stormy_piano,-0.001495589569320166,-0.0024144327873969473,0.0009188432180767814
2017-08-09,2033760000,45.60009765625,-0.002845929952259185,277800000,60.5,-0.0016590473707548403,3308060000,12.329833984375,-0.00036360867105078576,stormy_piano,-0.00036360867105078576,-0.002845929952259185,0.0024823212812083995
2017-08-10,2204700000,103.86962890625,-0.021324452487752832,303310000,144.259765625,-0.009283516052091323,3621070000,27.6298828125,-0.014474441722801767,stormy_piano,-0.009283516052091323,-0.021324452487752832,0.012040936435661509
2017-08-11,1794850000,50.7001953125,0.006384232042506488,237790000,68.349609375,0.0006551245411692275,3159930000,10.239990234375,0.0012755699762128092,money_piano,0.006384232042506488,0.0006551245411692275,0.0057291075013372605
2017-08-14,1698560000,41.2802734375,0.013373150915425791,235030000,73.58984375,0.006194008645878268,2822550000,13.260009765625,0.010043754544535322,money_piano,0.013373150915425791,0.006194008645878268,0.007179142269547523
2017-08-15,1580060000,25.990234375,-0.0011387938396544284,269070000,67.439453125,0.00024003665820671038,2913100000,7.289794921875,-0.0004988078808476626,swing_piano,0.00024003665820671038,-0.0011387938396544284,0.0013788304978611388
2017-08-16,1804730000,44.2900390625,0.001910639349070431,264920000,83.240234375,0.001176367913903631,2953650000,11.06982421875,0.0014201029158569245,money_piano,0.001910639349070431,0.001176367913903631,0.0007342714351668
2017-08-17,2041220000,112.31982421875,-0.0194164813038461,311030000,234.419921875,-0.012446778690246574,3142620000,35.010009765625,-0.015436952160958639,wah_wah_trombones,-0.012446778690246574,-0.0194164813038461,0.006969702613599527
2017-08-18,1964590000,60.84033203125,-0.000864745867206973,309070000,151.71875,-0.0035042824531575922,3415680000,19.580078125,-0.0018353673110713675,stormy_piano,-0.000864745867206973,-0.0035042824531575922,0.0026395365859506192
2017-08-21,1576070000,49.740234375,-0.0005469132234946494,277880000,118.400390625,0.0013490609333814962,2788150000,13.22998046875,0.001162651069903653,swing_piano,0.0013490609333814962,-0.0005469132234946494,0.0018959741568761457
2017-08-22,1597700000,61.6298828125,0.013576104032460234,244980000,174.69921875,0.00903717675516913,2777490000,21.10009765625,0.00994077978775465,money_piano,0.013576104032460234,0.00903717675516913,0.004538927277291105
2017-08-23,1533220000,28.009765625,-0.0030281675015869647,234810000,58.26953125,-0.004009188116664397,2785290000,7.489990234375,-0.0034535927149730306,stormy_piano,-0.0030281675015869647,-0.004009188116664397,0.0009810206150774325
2017-08-24,1616780000,58.2802734375,-0.0011276864602342007,228480000,104.2890625,-0.0013153005205147617,2846590000,14.199951171875,-0.0020744620703185834,stormy_piano,-0.0011276864602342007,-0.0020744620703185834,0.0009467756100843827
2017-08-25,1442900000,51.6201171875,-0.0009072942000130091,217570000,94.048828125,0.0013895686948410813,2588780000,11.739990234375,0.0016728693563305974,swing_piano,0.0016728693563305974,-0.0009072942000130091,0.0025801635563436065
2017-08-28,1558690000,24.40966796875,0.0027738399322756457,218740000,93.55078125,-0.00024157013784809056,2677700000,10.090087890625,0.00048707205438569545,swing_piano,0.0027738399322756457,-0.00024157013784809056,0.0030154100701237363
2017-08-29,1637640000,82.52978515625,0.0030033514343168477,227340000,205.640625,0.0026122388153002607,2737580000,20.989990234375,0.000842821736810162,money_piano,0.0030033514343168477,0.000842821736810162,0.0021605296975066857
2017-08-30,1712070000,70.900390625,0.01053968260855509,242840000,74.7890625,0.0012375984462444922,2633660000,16.5400390625,0.004615148933961866,money_piano,0.01053968260855509,0.0012375984462444922,0.009302084162310598
2017-08-31,1885710000,51.68994140625,0.009476626781827369,376790000,75.259765625,0.00254288458017915,3348110000,12.360107421875,0.005720976220730423,money_piano,0.009476626781827369,0.00254288458017915,0.006933742201648219
2018-01-05,2020900000,39.9599609375,0.00828633043497451,358020000,187.779296875,0.008803075943568661,3236620000,15.530029296875,0.007033767443369587,money_piano,0.008803075943568661,0.007033767443369587,0.0017693085001990738
2018-01-08,2051430000,37.26025390625,0.002918784113631334,341390000,76.580078125,-0.0005087447501194164,3242650000,10.909912109375,0.0016623439316436617,swing_piano,0.002918784113631334,-0.0005087447501194164,0.0034275288637507506
2018-01-09,2107300000,32.84033203125,0.0008648321927422487,333490000,131.369140625,0.004066004083771668,3453480000,11.27978515625,0.0013029315960912946,money_piano,0.004066004083771668,0.0008648321927422487,0.0032011718910294196
2018-01-10,2122740000,42.72021484375,-0.0013973814485326308,341470000,147.9296875,-0.000656663227551646,3576350000,14.739990234375,-0.0011122268282528491,stormy_piano,-0.000656663227551646,-0.0013973814485326308,0.0007407182209809848
2018-01-11,2009740000,48.5498046875,0.0081371905730796,346830000,179.23046875,0.008104322158873689,3641320000,14.780029296875,0.007033646478779465,money_piano,0.0081371905730796,0.007033646478779465,0.0011035440943001351
2018-01-12,1976200000,60.07958984375,0.0068333025834943495,376390000,177.349609375,0.008932996758427514,3573970000,18.210205078125,0.006749602987881076,money_piano,0.008932996758427514,0.006749602987881076,0.002183393770546438
2018-01-16,2377140000,124.39990234375,-0.005146647581198649,606520000,383.12890625,-0.0004003411339426055,4325970000,38.900146484375,-0.003524487622672101,stormy_piano,-0.0004003411339426055,-0.005146647581198649,0.0047463064472560434
2018-01-17,2238070000,80.0400390625,0.010325726097745402,522720000,265.4296875,0.012514743361019764,3778050000,28.66015625,0.009415051560751175,money_piano,0.012514743361019764,0.009415051560751175,0.003099691800268589
2018-01-18,2026220000,37.7802734375,-0.00030554877784838563,492780000,206.099609375,-0.0037464065526441326,3681470000,13.27001953125,-0.0016163897301626484,stormy_piano,-0.00030554877784838563,-0.0037464065526441326,0.003440857774795747
2018-01-19,1997270000,39.10009765625,0.00552765937796762,585000000,128.890625,0.0020720481515104083,3639430000,12.25,0.004385235112838837,money_piano,0.00552765937796762,0.0020720481515104083,0.0034556112264572114
2018-01-22,2106070000,75.2197265625,0.009766383896178787,431200000,240.580078125,0.005480225408861283,3471780000,24.909912109375,0.008066726499347698,money_piano,0.009766383896178787,0.005480225408861283,0.004286158487317504
2018-01-23,2119840000,42.2099609375,0.007054541547735882,433490000,102.2890625,-0.0001445401629801557,3519650000,11.64990234375,0.0021743654797181655,swing_piano,0.007054541547735882,-0.0001445401629801557,0.007199081710716038
2018-01-24,2277010000,109.56982421875,-0.006062764347220195,518790000,285.861328125,0.0015760135947007203,4014070000,28.159912109375,-0.0005599757022828333,swing_piano,0.0015760135947007203,-0.006062764347220195,0.007638777941920916
2018-01-25,2061450000,69.94970703125,-0.0005259434600574098,401390000,198.529296875,0.005358421585757389,3835150000,17.6201171875,0.0006026209018938911,swing_piano,0.005358421585757389,-0.0005259434600574098,0.005884365045814799
2018-01-26,2059010000,74.5498046875,0.012765864086942358,477780000,191.361328125,0.008484206594071564,3443230000,26.690185546875,0.011841196508761032,money_piano,0.012765864086942358,0.008484206594071564,0.004281657492870794
2018-01-29,2103380000,45.06005859375,-0.005230676373521703,421000000,173.560546875,-0.006658616429586761,3573830000,19.14013671875,-0.006731974332887192,stormy_piano,-0.005230676373521703,-0.006731974332887192,0.0015012979593654885
2018-01-30,2163980000,59.65966796875,-0.008575597858458073,448330000,228.5703125,-0.013713954938659345,3990650000,19.47998046875,-0.010898815620283941,stormy_piano,-0.008575597858458073,-0.013713954938659345,0.005138357080201272
2018-01-31,2407540000,72.8701171875,0.0012158087591922495,479130000,287.048828125,0.0027802394481224457,4261280000,26.219970703125,0.0004889853730833948,money_piano,0.0027802394481224457,0.0004889853730833948,0.002291254075039051
2018-02-01,2291680000,78.81005859375,-0.00345681527239039,410620000,292.259765625,0.0014271962599510246,3938450000,23.260009765625,-0.0006480882520516484,swing_piano,0.0014271962599510246,-0.00345681527239039,0.004884011532341415
2018-02-02,2587770000,126.25,-0.01961987780043961,522880000,571.12890625,-0.025423200400728097,4301130000,48.949951171875,-0.02120854792396809,wah_wah_trombones,-0.01961987780043961,-0.025423200400728097,0.005803322600288485
2018-02-05,3106870000,309.830078125,-0.03776029426818206,714450000,1596.6484375,-0.046048851388396095,5283460000,125.219970703125,-0.04097922480422822,stormy_piano,-0.03776029426818206,-0.046048851388396095,0.008288557120214035
2018-02-06,3131030000,301.72998046875,0.021291634514759794,823940000,1167.490234375,0.023290288089296896,5891660000,107.969970703125,0.017440920592313836,money_piano,0.023290288089296896,0.017440920592313836,0.00584936749698306
2018-02-07,2366970000,118.81005859375,-0.008979901768450649,504620000,508.521484375,-0.0007795167795632274,4626570000,46.33984375,-0.005001588416939429,stormy_piano,-0.0007795167795632274,-0.008979901768450649,0.008200384988887421
2018-02-08,2707700000,297.22021484375,-0.03897059052633367,657500000,1054.44921875,-0.041492554761935585,5305440000,104.7099609375,-0.03753641975808808,wah_wah_trombones,-0.03753641975808808,-0.041492554761935585,0.003956135003847505
2018-02-09,3155990000,286.33984375,0.014361484143950776,735030000,1021.8515625,0.013848829408222851,5680070000,105.97998046875,0.014936090208494734,money_band,0.014936090208494734,0.013848829408222851,0.001087260800271883
2018-02-12,2240420000,143.93017578125,0.015633119387545413,496610000,474.6796875,0.016963781173851444,4055790000,50.16015625,0.013914584754042503,money_piano,0.016963781173851444,0.013914584754042503,0.0030491964198089416
2018-02-13,1816670000,87.52001953125,0.004518760471846628,374410000,284.69140625,0.0015925880349481059,3472870000,31.760009765625,0.0026129297463290957,money_piano,0.004518760471846628,0.0015925880349481059,0.002926172436898522
2018-02-14,2211460000,174.97998046875,0.01855138951972446,431160000,435.58984375,0.010269334514910078,4003740000,53.22998046875,0.013402458257245842,money_piano,0.01855138951972446,0.010269334514910078,0.008282055004814382
